Date,Index Value,Year,Month
2023-09-19,-21.59,2023,9
2023-09-20,-21.24,2023,9
2023-09-21,-18.78,2023,9
2023-09-22,-14.98,2023,9
2023-09-23,-11.57,2023,9
2023-09-24,-8.85,2023,9
2023-09-25,-9.21,2023,9
2023-09-26,-11.25,2023,9
2023-09-27,-12.2,2023,9
2023-09-28,-13.39,2023,9
2023-09-29,-13.67,2023,9
2023-09-30,-12.7,2023,9
2023-10-01,3.45,2023,10
2023-10-02,4.53,2023,10
2023-10-03,5.3,2023,10
2023-10-04,7.3,2023,10
2023-10-05,7.0,2023,10
2023-10-06,5.38,2023,10
2023-10-07,3.13,2023,10
2023-10-08,1.09,2023,10
2023-10-09,0.02,2023,10
2023-10-10,-1.22,2023,10
2023-10-11,-3.69,2023,10
2023-10-12,-5.61,2023,10
2023-10-13,-7.71,2023,10
2023-10-14,-10.31,2023,10
2023-10-15,-11.33,2023,10
2023-10-16,-12.43,2023,10
2023-10-17,-9.89,2023,10
2023-10-18,-12.02,2023,10
2023-10-19,-14.7,2023,10
2023-10-20,-17.27,2023,10
2023-10-21,-19.72,2023,10
2023-10-22,-21.8,2023,10
2023-10-23,-23.65,2023,10
2023-10-24,-24.99,2023,10
2023-10-25,-26.91,2023,10
2023-10-26,-28.31,2023,10
2023-10-27,-29.44,2023,10
2023-10-28,-30.92,2023,10
2023-10-29,-32.18,2023,10
2023-10-30,-33.19,2023,10
2023-10-31,-34.32,2023,10
2023-11-01,-1.36,2023,11
2023-11-02,-2.43,2023,11
2023-11-03,-3.16,2023,11
2023-11-04,-2.43,2023,11
2023-11-05,-1.09,2023,11
2023-11-06,-0.52,2023,11
2023-11-07,-0.1,2023,11
2023-11-08,0.6,2023,11
2023-11-09,1.97,2023,11
2023-11-10,2.3,2023,11
2023-11-11,1.98,2023,11
2023-11-12,1.0,2023,11
2023-11-13,-0.1,2023,11
2023-11-14,0.23,2023,11
2023-11-15,-0.17,2023,11
2023-11-16,-1.35,2023,11
2023-11-17,-2.01,2023,11
2023-11-18,-2.02,2023,11
2023-11-19,-2.3,2023,11
2023-11-20,-2.89,2023,11
2023-11-21,-2.95,2023,11
2023-11-22,-2.2,2023,11
2023-11-23,-1.55,2023,11
2023-11-24,-2.03,2023,11
2023-11-25,-2.12,2023,11
2023-11-26,-1.68,2023,11
2023-11-27,2.15,2023,11
2023-11-28,3.18,2023,11
2023-11-29,3.75,2023,11
2023-11-30,5.0,2023,11
2023-12-01,1.53,2023,12
2023-12-02,1.11,2023,12
2023-12-03,1.88,2023,12
2023-12-04,4.51,2023,12
2023-12-05,9.13,2023,12
2023-12-06,12.92,2023,12
2023-12-07,15.57,2023,12
2023-12-08,17.81,2023,12
2023-12-09,17.85,2023,12
2023-12-10,17.55,2023,12
2023-12-11,17.17,2023,12
2023-12-12,16.56,2023,12
2023-12-13,15.9,2023,12
2023-12-14,15.39,2023,12
2023-12-15,14.9,2023,12
2023-12-16,14.47,2023,12
2023-12-17,14.91,2023,12
2023-12-18,17.02,2023,12
2023-12-19,16.73,2023,12
2023-12-20,16.43,2023,12
2023-12-21,16.18,2023,12
2023-12-22,16.04,2023,12
2023-12-23,15.79,2023,12
2023-12-24,15.68,2023,12
2023-12-25,15.48,2023,12
2023-12-26,15.26,2023,12
2023-12-27,14.91,2023,12
2023-12-28,14.46,2023,12
2023-12-29,14.05,2023,12
2023-12-30,13.61,2023,12
2023-12-31,13.16,2023,12
2024-01-01,-0.57,2024,1
2024-01-02,-0.92,2024,1
2024-01-03,-1.2,2024,1
2024-01-04,-1.25,2024,1
2024-01-05,0.02,2024,1
2024-01-06,0.38,2024,1
2024-01-07,0.2,2024,1
2024-01-08,1.04,2024,1
2024-01-09,1.09,2024,1
2024-01-10,1.31,2024,1
2024-01-11,0.91,2024,1
2024-01-12,0.29,2024,1
2024-01-13,-0.66,2024,1
2024-01-14,-1.36,2024,1
2024-01-15,-2.19,2024,1
2024-01-16,-3.32,2024,1
2024-01-17,-4.22,2024,1
2024-01-18,-4.73,2024,1
2024-01-19,-4.96,2024,1
2024-01-20,-5.51,2024,1
2024-01-21,-5.89,2024,1
2024-01-22,-6.59,2024,1
2024-01-23,-7.25,2024,1
2024-01-24,-7.74,2024,1
2024-01-25,-7.63,2024,1
2024-01-26,-8.22,2024,1
2024-01-27,-8.56,2024,1
2024-01-28,-9.14,2024,1
2024-01-29,-9.44,2024,1
2024-01-30,-9.95,2024,1
2024-01-31,-9.94,2024,1
2024-02-01,1.58,2024,2
2024-02-02,2.37,2024,2
2024-02-03,2.54,2024,2
2024-02-04,2.63,2024,2
2024-02-05,3.76,2024,2
2024-02-06,3.48,2024,2
2024-02-07,3.0,2024,2
2024-02-08,1.97,2024,2
2024-02-09,1.17,2024,2
2024-02-10,0.24,2024,2
2024-02-11,-0.65,2024,2
2024-02-12,-1.17,2024,2
2024-02-13,-1.64,2024,2
2024-02-14,-2.2,2024,2
2024-02-15,-2.96,2024,2
2024-02-16,-3.8,2024,2
2024-02-17,-4.51,2024,2
2024-02-18,-5.12,2024,2
2024-02-19,-5.02,2024,2
2024-02-20,-2.31,2024,2
2024-02-21,-1.46,2024,2
2024-02-22,-0.56,2024,2
2024-02-23,0.49,2024,2
2024-02-24,0.51,2024,2
2024-02-25,-0.19,2024,2
2024-02-26,-1.28,2024,2
2024-02-27,-1.96,2024,2
2024-02-28,-1.57,2024,2
2024-02-29,-1.98,2024,2
2024-03-01,-0.78,2024,3
2024-03-02,1.39,2024,3
2024-03-03,5.71,2024,3
2024-03-04,7.29,2024,3
2024-03-05,7.01,2024,3
2024-03-06,6.4,2024,3
2024-03-07,5.9,2024,3
2024-03-08,5.4,2024,3
2024-03-09,4.7,2024,3
2024-03-10,3.74,2024,3
2024-03-11,2.89,2024,3
2024-03-12,1.98,2024,3
2024-03-13,1.26,2024,3
2024-03-14,1.4,2024,3
2024-03-15,0.76,2024,3
2024-03-16,-0.24,2024,3
2024-03-17,-0.41,2024,3
2024-03-18,-0.8,2024,3
2024-03-19,-1.14,2024,3
2024-03-20,0.37,2024,3
2024-03-21,1.6,2024,3
2024-03-22,2.21,2024,3
2024-03-23,1.83,2024,3
2024-03-24,1.61,2024,3
2024-03-25,0.7,2024,3
2024-03-26,2.01,2024,3
2024-03-27,0.43,2024,3
2024-03-28,0.23,2024,3
2024-03-29,0.58,2024,3
2024-03-30,1.77,2024,3
2024-03-31,0.79,2024,3
2024-04-01,1.34,2024,4
2024-04-02,0.72,2024,4
2024-04-03,-0.04,2024,4
2024-04-04,-1.07,2024,4
2024-04-05,-2.18,2024,4
2024-04-06,-2.62,2024,4
2024-04-07,-3.5,2024,4
2024-04-08,-3.95,2024,4
2024-04-09,-4.28,2024,4
2024-04-10,-5.49,2024,4
2024-04-11,-5.87,2024,4
2024-04-12,-6.25,2024,4
2024-04-13,-6.7,2024,4
2024-04-14,-6.61,2024,4
2024-04-15,-6.88,2024,4
2024-04-16,-6.82,2024,4
2024-04-17,-7.21,2024,4
2024-04-18,-7.95,2024,4
2024-04-19,-8.52,2024,4
2024-04-20,-7.85,2024,4
2024-04-21,-8.07,2024,4
2024-04-22,-8.46,2024,4
2024-04-23,-9.18,2024,4
2024-04-24,-9.4,2024,4
2024-04-25,-10.22,2024,4
2024-04-26,-11.4,2024,4
2024-04-27,-11.78,2024,4
2024-04-28,-11.46,2024,4
2024-04-29,-10.72,2024,4
2024-04-30,-10.61,2024,4
2024-05-01,-0.89,2024,5
2024-05-02,-1.88,2024,5
2024-05-03,-2.11,2024,5
2024-05-04,-4.0,2024,5
2024-05-05,-5.39,2024,5
2024-05-06,-6.07,2024,5
2024-05-07,-6.24,2024,5
2024-05-08,-5.69,2024,5
2024-05-09,-6.33,2024,5
2024-05-10,-5.69,2024,5
2024-05-11,-6.09,2024,5
2024-05-12,-5.32,2024,5
2024-05-13,-4.61,2024,5
2024-05-14,-5.08,2024,5
2024-05-15,-6.48,2024,5
2024-05-16,-7.43,2024,5
2024-05-17,-7.34,2024,5
2024-05-18,-7.26,2024,5
2024-05-19,-6.68,2024,5
2024-05-20,-5.57,2024,5
2024-05-21,-4.12,2024,5
2024-05-22,-4.2,2024,5
2024-05-23,-3.59,2024,5
2024-05-24,-4.28,2024,5
2024-05-25,-4.33,2024,5
2024-05-26,-6.2,2024,5
2024-05-27,-5.05,2024,5
2024-05-28,-1.14,2024,5
2024-05-29,0.27,2024,5
2024-05-30,1.15,2024,5
2024-05-31,1.15,2024,5
2024-06-01,-1.51,2024,6
2024-06-02,0.02,2024,6
2024-06-03,3.49,2024,6
2024-06-04,3.48,2024,6
2024-06-05,2.56,2024,6
2024-06-06,1.99,2024,6
2024-06-07,2.5,2024,6
2024-06-08,3.04,2024,6
2024-06-09,4.62,2024,6
2024-06-10,4.55,2024,6
2024-06-11,2.33,2024,6
2024-06-12,0.47,2024,6
2024-06-13,-1.6,2024,6
2024-06-14,-6.01,2024,6
2024-06-15,-10.36,2024,6
2024-06-16,-13.16,2024,6
2024-06-17,-16.17,2024,6
2024-06-18,-16.81,2024,6
2024-06-19,-14.89,2024,6
2024-06-20,-14.48,2024,6
2024-06-21,-14.87,2024,6
2024-06-22,-15.29,2024,6
2024-06-23,-18.03,2024,6
2024-06-24,-21.35,2024,6
2024-06-25,-22.92,2024,6
2024-06-26,-24.08,2024,6
2024-06-27,-21.32,2024,6
2024-06-28,-16.37,2024,6
2024-06-29,-14.65,2024,6
2024-06-30,-8.03,2024,6
2024-07-01,8.58,2024,7
2024-07-02,11.41,2024,7
2024-07-03,11.12,2024,7
2024-07-04,13.03,2024,7
2024-07-05,14.76,2024,7
2024-07-06,22.03,2024,7
2024-07-07,26.6,2024,7
2024-07-08,27.83,2024,7
2024-07-09,26.87,2024,7
2024-07-10,21.91,2024,7
2024-07-11,17.79,2024,7
2024-07-12,16.2,2024,7
2024-07-13,19.84,2024,7
2024-07-14,20.82,2024,7
2024-07-15,20.19,2024,7
2024-07-16,22.33,2024,7
2024-07-17,19.35,2024,7
2024-07-18,17.65,2024,7
2024-07-19,19.96,2024,7
2024-07-20,22.61,2024,7
2024-07-21,24.06,2024,7
2024-07-22,26.75,2024,7
2024-07-23,33.93,2024,7
2024-07-24,33.93,2024,7
2024-07-25,37.05,2024,7
2024-07-26,36.11,2024,7
2024-07-27,34.65,2024,7
2024-07-28,32.87,2024,7
2024-07-29,29.82,2024,7
2024-07-30,29.33,2024,7
2024-07-31,28.26,2024,7
2024-08-01,8.32,2024,8
2024-08-02,15.23,2024,8
2024-08-03,20.29,2024,8
2024-08-04,22.89,2024,8
2024-08-05,22.24,2024,8
2024-08-06,25.18,2024,8
2024-08-07,31.33,2024,8
2024-08-08,33.28,2024,8
2024-08-09,32.49,2024,8
2024-08-10,30.75,2024,8
2024-08-11,30.29,2024,8
2024-08-12,29.08,2024,8
2024-08-13,25.03,2024,8
2024-08-14,21.88,2024,8
2024-08-15,21.65,2024,8
2024-08-16,20.55,2024,8
2024-08-17,20.31,2024,8
2024-08-18,17.63,2024,8
2024-08-19,16.13,2024,8
2024-08-20,17.06,2024,8
2024-08-21,17.42,2024,8
2024-08-22,17.59,2024,8
2024-08-23,16.29,2024,8
2024-08-24,22.3,2024,8
2024-08-25,26.82,2024,8
2024-08-26,28.22,2024,8
2024-08-27,34.73,2024,8
2024-08-28,38.02,2024,8
2024-08-29,40.37,2024,8
2024-08-30,41.14,2024,8
2024-08-31,42.84,2024,8
2024-09-01,4.16,2024,9
2024-09-02,3.96,2024,9
2024-09-03,2.09,2024,9
2024-09-04,3.73,2024,9
2024-09-05,2.16,2024,9
2024-09-06,1.31,2024,9
2024-09-07,-1.29,2024,9
2024-09-08,-3.11,2024,9
2024-09-09,-3.11,2024,9
2024-09-10,-1.61,2024,9
2024-09-11,4.37,2024,9
2024-09-12,5.63,2024,9
2024-09-13,3.43,2024,9
2024-09-14,2.8,2024,9
2024-09-15,1.38,2024,9
2024-09-16,-1.16,2024,9
2024-09-17,-3.26,2024,9
2024-09-18,-4.96,2024,9
2024-09-19,-9.13,2024,9
2024-09-20,-14.86,2024,9
2024-09-21,-20.28,2024,9
2024-09-22,-24.54,2024,9
2024-09-23,-28.33,2024,9
2024-09-24,-27.97,2024,9
2024-09-25,-24.69,2024,9
2024-09-26,-17.41,2024,9
2024-09-27,-7.41,2024,9
2024-09-28,-0.54,2024,9
2024-09-29,1.11,2024,9
2024-09-30,0.56,2024,9
2024-10-01,-1.68,2024,10
2024-10-02,-4.67,2024,10
2024-10-03,-6.61,2024,10
2024-10-04,-7.61,2024,10
2024-10-05,-6.38,2024,10
2024-10-06,-7.14,2024,10
2024-10-07,-9.1,2024,10
2024-10-08,-10.64,2024,10
2024-10-09,-10.68,2024,10
2024-10-10,-9.75,2024,10
2024-10-11,-7.6,2024,10
2024-10-12,-5.14,2024,10
2024-10-13,-4.9,2024,10
2024-10-14,-3.78,2024,10
2024-10-15,-2.95,2024,10
2024-10-16,-0.66,2024,10
2024-10-17,1.1,2024,10
2024-10-18,0.04,2024,10
2024-10-19,-0.06,2024,10
2024-10-20,0.18,2024,10
2024-10-21,0.22,2024,10
2024-10-22,-0.09,2024,10
2024-10-23,-0.99,2024,10
2024-10-24,-1.4,2024,10
2024-10-25,-0.81,2024,10
2024-10-26,0.51,2024,10
2024-10-27,-0.27,2024,10
2024-10-28,-1.7,2024,10
2024-10-29,-3.21,2024,10
2024-10-30,-4.33,2024,10
2024-10-31,-4.29,2024,10
2024-11-01,0.24,2024,11
2024-11-02,-1.14,2024,11
2024-11-03,-0.95,2024,11
2024-11-04,-1.88,2024,11
2024-11-05,-2.55,2024,11
2024-11-06,-3.44,2024,11
2024-11-07,-4.56,2024,11
2024-11-08,-5.38,2024,11
2024-11-09,-6.33,2024,11
2024-11-10,-7.64,2024,11
2024-11-11,-8.61,2024,11
2024-11-12,-9.06,2024,11
2024-11-13,-8.82,2024,11
2024-11-14,-9.04,2024,11
2024-11-15,-8.64,2024,11
2024-11-16,-8.78,2024,11
2024-11-17,-8.85,2024,11
2024-11-18,-9.64,2024,11
2024-11-19,-10.3,2024,11
2024-11-20,-10.54,2024,11
2024-11-21,-10.19,2024,11
2024-11-22,-10.86,2024,11
2024-11-23,-11.89,2024,11
2024-11-24,-12.7,2024,11
2024-11-25,-13.34,2024,11
2024-11-26,-14.01,2024,11
2024-11-27,-13.37,2024,11
2024-11-28,-14.0,2024,11
2024-11-29,-14.44,2024,11
2024-11-30,-14.42,2024,11
2024-12-01,3.06,2024,12
2024-12-02,4.96,2024,12
2024-12-03,7.95,2024,12
2024-12-04,7.84,2024,12
2024-12-05,7.82,2024,12
2024-12-06,7.32,2024,12
2024-12-07,6.77,2024,12
2024-12-08,6.1,2024,12
2024-12-09,5.23,2024,12
2024-12-10,4.6,2024,12
2024-12-11,3.89,2024,12
2024-12-12,4.61,2024,12
2024-12-13,6.82,2024,12
2024-12-14,7.1,2024,12
2024-12-15,6.99,2024,12
2024-12-16,6.45,2024,12
2024-12-17,5.99,2024,12
2024-12-18,5.51,2024,12
2024-12-19,5.21,2024,12
2024-12-20,5.27,2024,12
2024-12-21,6.4,2024,12
2024-12-22,6.59,2024,12
2024-12-23,6.49,2024,12
2024-12-24,6.6,2024,12
2024-12-25,7.12,2024,12
2024-12-26,7.57,2024,12
2024-12-27,8.14,2024,12
2024-12-28,11.15,2024,12
2024-12-29,12.48,2024,12
2024-12-30,12.22,2024,12
2024-12-31,11.9,2024,12
2025-01-01,-0.54,2025,1
2025-01-02,-0.88,2025,1
2025-01-03,-1.28,2025,1
2025-01-04,-1.55,2025,1
2025-01-05,-1.94,2025,1
2025-01-06,-2.03,2025,1
2025-01-07,-2.56,2025,1
2025-01-08,-2.61,2025,1
2025-01-09,-3.44,2025,1
2025-01-10,-4.03,2025,1
2025-01-11,-4.26,2025,1
2025-01-12,-3.83,2025,1
2025-01-13,-4.36,2025,1
2025-01-14,-4.83,2025,1
2025-01-15,-5.5,2025,1
2025-01-16,-6.22,2025,1
2025-01-17,-6.88,2025,1
2025-01-18,-7.6,2025,1
2025-01-19,-7.3,2025,1
2025-01-20,-7.35,2025,1
2025-01-21,-7.86,2025,1
2025-01-22,-8.54,2025,1
2025-01-23,-9.18,2025,1
2025-01-24,-9.71,2025,1
2025-01-25,-10.17,2025,1
2025-01-26,-10.79,2025,1
2025-01-27,-11.31,2025,1
2025-01-28,-11.94,2025,1
2025-01-29,-12.49,2025,1
2025-01-30,-12.56,2025,1
2025-01-31,-12.52,2025,1
2025-02-01,-0.28,2025,2
2025-02-02,-0.84,2025,2
2025-02-03,-1.29,2025,2
2025-02-04,-2.03,2025,2
2025-02-05,-2.47,2025,2
2025-02-06,-2.87,2025,2
2025-02-07,-3.43,2025,2
2025-02-08,-4.44,2025,2
2025-02-09,-5.12,2025,2
2025-02-10,-5.98,2025,2
2025-02-11,-6.45,2025,2
2025-02-12,-6.82,2025,2
2025-02-13,-7.4,2025,2
2025-02-14,-8.02,2025,2
2025-02-15,-9.11,2025,2
2025-02-16,-9.96,2025,2
2025-02-17,-10.56,2025,2
2025-02-18,-11.35,2025,2
2025-02-19,-12.33,2025,2
2025-02-20,-12.49,2025,2
2025-02-21,-11.74,2025,2
2025-02-22,-12.33,2025,2
2025-02-23,-12.27,2025,2
2025-02-24,-12.83,2025,2
2025-02-25,-13.75,2025,2
2025-02-26,-14.05,2025,2
2025-02-27,-14.39,2025,2
2025-02-28,-11.6,2025,2
2025-03-01,2.36,2025,3
2025-03-02,2.17,2025,3
2025-03-03,1.98,2025,3
2025-03-04,2.16,2025,3
2025-03-05,1.4,2025,3
2025-03-06,1.03,2025,3
2025-03-07,0.31,2025,3
2025-03-08,-0.17,2025,3
2025-03-09,-0.8,2025,3
2025-03-10,-1.73,2025,3
2025-03-11,-2.07,2025,3
2025-03-12,-1.78,2025,3
2025-03-13,-1.51,2025,3
2025-03-14,-1.01,2025,3
2025-03-15,-0.39,2025,3
2025-03-16,-0.23,2025,3
2025-03-17,-0.16,2025,3
2025-03-18,-0.67,2025,3
2025-03-19,-1.48,2025,3
2025-03-20,-1.93,2025,3
2025-03-21,-2.62,2025,3
2025-03-22,-2.0,2025,3
2025-03-23,-1.76,2025,3
2025-03-24,-2.25,2025,3
2025-03-25,-3.24,2025,3
2025-03-26,-3.98,2025,3
2025-03-27,-4.41,2025,3
2025-03-28,-4.94,2025,3
2025-03-29,-6.03,2025,3
2025-03-30,-7.13,2025,3
2025-03-31,-8.41,2025,3
2025-04-01,-1.08,2025,4
2025-04-02,-1.86,2025,4
2025-04-03,-1.97,2025,4
2025-04-04,-1.55,2025,4
2025-04-05,-1.96,2025,4
2025-04-06,-2.3,2025,4
2025-04-07,-2.85,2025,4
2025-04-08,-3.86,2025,4
2025-04-09,-4.03,2025,4
2025-04-10,-3.82,2025,4
2025-04-11,-2.23,2025,4
2025-04-12,-2.0,2025,4
2025-04-13,-1.96,2025,4
2025-04-14,-2.65,2025,4
2025-04-15,-3.19,2025,4
2025-04-16,-3.42,2025,4
2025-04-17,-2.99,2025,4
2025-04-18,-3.8,2025,4
2025-04-19,-3.14,2025,4
2025-04-20,-3.37,2025,4
2025-04-21,-2.74,2025,4
2025-04-22,-3.5,2025,4
2025-04-23,-1.95,2025,4
2025-04-24,-0.23,2025,4
2025-04-25,0.71,2025,4
2025-04-26,1.0,2025,4
2025-04-27,0.96,2025,4
2025-04-28,1.12,2025,4
